index,RSI_60_40,PIPS_sum,loss,profit,total_count,Profit_Percent
3330,"68,60,68,64,64",-5.876666667,1,0,1,0
3331,"52,48,64,64,60",-5.876666667,1,0,1,0
3332,"64,60,72,68,64",-5.883333333,1,0,1,0
3334,"40,56,44,40,40",-5.888333333,1,0,1,0
3336,"64,72,80,76,76",-5.92,1,0,1,0
3337,"88,76,76,76,72",-5.921428571,1,0,1,0
3338,"56,52,52,48,48",-5.936666667,6,1,7,14
3339,"40,44,48,36,36",-5.936666667,1,0,1,0
3340,"56,56,44,36,36",-5.953333333,1,0,1,0
3341,"68,68,52,40,40",-5.961666667,1,0,1,0
3342,"64,64,52,48,60",-5.978571429,1,0,1,0
3343,"60,64,60,60,60",-5.981666667,1,0,1,0
3344,"56,44,32,40,40",-5.986666667,1,0,1,0
3345,"48,44,36,32,44",-5.993333333,2,0,2,0
3346,"48,52,32,40,40",-6.005,1,0,1,0
3347,"56,48,52,44,48",-6.005,2,0,2,0
3348,"60,52,52,52,48",-6.006666667,1,0,1,0
3349,"60,60,60,48,48",-6.025,1,0,1,0
3350,"48,52,52,52,64",-6.035714286,1,0,1,0
3351,"32,24,32,24,28",-6.05,1,0,1,0
3352,"60,52,52,44,44",-6.051666667,5,1,6,16
3354,"60,52,64,76,68",-6.071666667,1,0,1,0
3355,"48,56,48,44,44",-6.075,2,0,2,0
3356,"52,64,60,60,60",-6.083333333,1,0,1,0
3357,"44,36,32,40,40",-6.083333333,1,0,1,0
3358,"56,56,52,72,72",-6.085714286,1,0,1,0
3359,"44,44,28,36,36",-6.106666667,1,0,1,0
3360,"52,52,40,36,32",-6.108333333,1,0,1,0
3361,"64,60,64,64,60",-6.11,1,0,1,0
3362,"56,40,40,32,40",-6.113333333,1,0,1,0
3363,"48,56,44,44,56",-6.114285714,1,0,1,0
3364,"56,48,48,28,32",-6.118333333,1,0,1,0
3365,"52,52,48,32,40",-6.121666667,2,0,2,0
3366,"48,44,44,36,32",-6.128571429,1,0,1,0
3367,"48,44,44,44,40",-6.146666667,2,0,2,0
3368,"44,40,52,68,64",-6.146666667,1,0,1,0
3369,"64,56,44,36,36",-6.153333333,1,0,1,0
3370,"60,56,52,68,64",-6.158333333,1,0,1,0
3371,"40,36,36,40,40",-6.158333333,2,0,2,0
3373,"44,44,44,52,48",-6.165,1,0,1,0
3374,"56,60,44,36,36",-6.178333333,1,0,1,0
3375,"68,52,56,72,68",-6.183333333,1,0,1,0
3376,"28,36,32,32,32",-6.192857143,1,0,1,0
3377,"44,48,40,36,36",-6.2,9,4,13,30
3378,"64,56,64,48,48",-6.211666667,1,0,1,0
3379,"60,52,48,36,44",-6.211666667,1,0,1,0
3380,"32,40,32,32,36",-6.216666667,1,0,1,0
3382,"56,52,48,36,44",-6.225,2,0,2,0
3384,"44,44,64,60,60",-6.235714286,1,0,1,0
3385,"40,36,24,32,36",-6.245,1,0,1,0
3387,"48,52,56,64,56",-6.274047619,2,0,2,0
3388,"72,68,76,80,80",-6.278571429,1,0,1,0
3389,"48,44,44,44,64",-6.278571429,1,0,1,0
3390,"64,64,56,48,48",-6.29,1,0,1,0
3391,"28,40,32,32,32",-6.296666667,1,0,1,0
3392,"48,44,48,60,56",-6.296666667,1,0,1,0
3393,"52,52,56,48,64",-6.301666667,1,0,1,0
3394,"24,32,36,28,28",-6.315,1,0,1,0
3395,"40,48,44,36,44",-6.32,1,0,1,0
3396,"32,32,20,20,24",-6.335714286,1,0,1,0
3397,"56,52,48,32,36",-6.341666667,1,0,1,0
3398,"52,48,44,64,64",-6.342857143,1,0,1,0
3399,"44,56,52,40,40",-6.343333333,1,0,1,0
3400,"52,56,60,32,32",-6.35,1,0,1,0
3401,"64,64,56,48,28",-6.351666667,1,0,1,0
3402,"60,76,76,80,80",-6.357142857,1,0,1,0
3403,"48,48,60,60,56",-6.366666667,1,0,1,0
3404,"48,32,32,36,36",-6.368333333,1,0,1,0
3405,"72,76,76,76,68",-6.39,1,0,1,0
3406,"48,40,36,40,32",-6.413333333,1,0,1,0
3407,"40,40,36,28,40",-6.42,1,0,1,0
3408,"52,64,56,68,60",-6.423333333,1,0,1,0
3409,"60,56,68,72,68",-6.425,1,0,1,0
3412,"44,44,44,60,60",-6.457142857,1,0,1,0
3413,"60,44,40,32,32",-6.46,1,0,1,0
3414,"44,40,56,60,52",-6.463333333,1,0,1,0
3415,"40,40,40,40,60",-6.471428571,1,0,1,0
3416,"28,24,20,16,16",-6.485714286,1,0,1,0
3417,"68,60,76,76,76",-6.485714286,1,0,1,0
3418,"48,52,52,40,40",-6.486666667,5,1,6,16
3420,"52,40,32,28,40",-6.498333333,1,0,1,0
3421,"40,44,52,52,52",-6.5,1,0,1,0
3422,"60,60,56,56,64",-6.5,1,0,1,0
3423,"72,76,84,80,72",-6.541666667,1,0,1,0
3424,"56,60,48,28,36",-6.548333333,1,0,1,0
3425,"44,44,48,64,64",-6.55,1,0,1,0
3426,"48,48,48,32,40",-6.576666667,2,0,2,0
3427,"40,48,60,60,56",-6.6,1,0,1,0
3428,"52,56,56,28,40",-6.606666667,1,0,1,0
3429,"40,48,52,84,76",-6.607142857,1,0,1,0
3430,"72,72,84,84,80",-6.607142857,1,0,1,0
3431,"48,48,52,52,52",-6.613333333,2,0,2,0
3434,"56,64,76,76,68",-6.678333333,1,0,1,0
3435,"44,52,48,64,60",-6.678571429,1,0,1,0
3436,"40,40,48,56,40",-6.683333333,1,0,1,0
3437,"44,36,32,20,32",-6.691666667,1,0,1,0
3438,"64,76,80,68,68",-6.708333333,1,0,1,0
3439,"24,16,24,20,28",-6.721428571,1,0,1,0
3441,"52,52,56,56,64",-6.735714286,1,0,1,0
3442,"68,64,48,40,36",-6.746666667,1,0,1,0
3443,"56,56,48,40,48",-6.748333333,1,0,1,0
3444,"56,56,56,72,72",-6.748333333,1,0,1,0
3445,"56,52,52,52,36",-6.773333333,1,0,1,0
3446,"60,56,56,48,48",-6.778333333,3,0,3,0
3448,"40,48,40,36,44",-6.815,1,0,1,0
3449,"44,32,32,36,40",-6.82,1,0,1,0
3450,"64,56,60,72,64",-6.821666667,1,0,1,0
3451,"44,40,56,60,60",-6.828333333,1,0,1,0
3452,"48,52,48,32,36",-6.83,1,0,1,0
3454,"44,52,52,60,56",-6.853333333,1,0,1,0
3455,"76,60,68,72,68",-6.856666667,1,0,1,0
3456,"56,52,56,64,56",-6.866666667,1,0,1,0
3457,"52,60,68,68,60",-6.87,1,0,1,0
3458,"64,56,48,48,48",-6.873333333,2,0,2,0
3459,"36,40,36,60,56",-6.873333333,1,0,1,0
3460,"56,44,44,44,44",-6.876666667,3,0,3,0
3461,"36,32,24,32,36",-6.881666667,1,0,1,0
3462,"36,40,24,32,36",-6.885,1,0,1,0
3463,"52,60,52,36,40",-6.888333333,1,0,1,0
3464,"44,40,32,28,44",-6.888333333,1,0,1,0
3465,"64,60,76,76,64",-6.89,1,0,1,0
3466,"60,64,64,68,60",-6.89,2,0,2,0
3467,"56,52,56,40,40",-6.896666667,1,0,1,0
3468,"68,60,72,72,72",-6.901666667,1,0,1,0
3469,"72,76,72,80,76",-6.907142857,1,0,1,0
3470,"40,48,56,56,52",-6.91,1,0,1,0
3471,"60,64,68,72,60",-6.913333333,1,0,1,0
3472,"48,56,60,76,64",-6.928571429,1,0,1,0
3473,"52,52,52,36,44",-6.935,4,1,5,20
3474,"40,44,44,68,56",-6.935,1,0,1,0
3475,"56,60,56,52,40",-6.945,1,0,1,0
3476,"44,52,64,64,64",-6.946666667,1,0,1,0
3477,"60,60,56,72,64",-6.95,1,0,1,0
3479,"48,36,44,40,44",-6.983333333,1,0,1,0
3481,"40,36,32,20,36",-7.003333333,1,0,1,0
3482,"44,56,44,32,40",-7.013333333,1,0,1,0
3483,"44,40,28,32,40",-7.018333333,1,0,1,0
3484,"36,48,32,32,36",-7.028333333,1,0,1,0
3485,"32,44,32,32,36",-7.036666667,1,0,1,0
3486,"32,36,24,20,28",-7.051666667,1,0,1,0
3487,"52,40,32,32,36",-7.066666667,1,0,1,0
3488,"48,52,56,32,44",-7.073333333,1,0,1,0
3489,"68,64,60,72,60",-7.076666667,1,0,1,0
3490,"44,40,40,68,60",-7.076666667,1,0,1,0
3492,"56,60,40,36,40",-7.131666667,1,0,1,0
3493,"52,40,32,40,40",-7.135,1,0,1,0
3494,"32,40,40,32,32",-7.136666667,1,0,1,0
3496,"28,28,32,24,32",-7.14,1,0,1,0
3499,"56,56,60,72,64",-7.171190476,3,1,4,25
3502,"44,40,60,68,64",-7.2,1,0,1,0
3504,"64,64,76,80,80",-7.214285714,1,0,1,0
3505,"64,56,44,44,44",-7.218333333,1,0,1,0
3506,"44,48,44,72,64",-7.221428571,1,0,1,0
3507,"60,60,40,28,32",-7.226666667,1,0,1,0
3508,"44,48,48,44,44",-7.248333333,3,0,3,0
3510,"64,56,56,60,60",-7.283095238,2,0,2,0
3511,"52,60,40,36,36",-7.291666667,1,0,1,0
3512,"40,40,44,44,64",-7.292857143,1,0,1,0
3513,"44,52,48,52,52",-7.303333333,2,0,2,0
3515,"56,44,48,40,40",-7.31,1,0,1,0
3517,"68,60,68,72,72",-7.343333333,1,0,1,0
3518,"48,52,52,44,44",-7.348333333,4,0,4,0
3519,"40,40,64,64,60",-7.353333333,1,0,1,0
3521,"36,40,36,24,32",-7.381666667,1,0,1,0
3522,"36,28,36,32,36",-7.391666667,1,0,1,0
3523,"56,52,52,56,64",-7.392857143,1,0,1,0
3524,"56,48,60,60,56",-7.398333333,1,0,1,0
3525,"48,68,64,64,60",-7.407142857,1,0,1,0
3526,"44,32,32,36,36",-7.408333333,1,0,1,0
3527,"48,44,48,36,44",-7.413333333,2,0,2,0
3528,"48,36,32,28,36",-7.413333333,2,0,2,0
3529,"64,72,80,80,72",-7.442857143,1,0,1,0
3530,"44,52,36,64,60",-7.458333333,1,0,1,0
3531,"60,52,44,36,40",-7.465,1,0,1,0
3532,"36,40,36,36,40",-7.48,2,0,2,0
3533,"32,32,40,32,36",-7.481666667,1,0,1,0
3534,"36,44,44,32,32",-7.493333333,1,0,1,0
3535,"56,56,52,56,64",-7.5,1,0,1,0
3536,"36,36,32,28,40",-7.508333333,1,0,1,0
3537,"44,56,40,40,44",-7.518333333,1,0,1,0
3538,"64,60,76,80,76",-7.521428571,1,0,1,0
3539,"40,60,68,64,64",-7.521428571,1,0,1,0
3540,"48,32,44,40,40",-7.53,1,0,1,0
3541,"48,36,36,28,40",-7.536666667,2,0,2,0
3542,"48,56,52,64,64",-7.564285714,1,0,1,0
3543,"56,64,60,64,56",-7.566666667,1,0,1,0
3544,"44,52,52,36,44",-7.59,1,0,1,0
3545,"40,48,48,56,52",-7.591666667,2,0,2,0
3546,"64,64,76,80,68",-7.593333333,1,0,1,0
3547,"56,72,64,68,64",-7.593333333,1,0,1,0
3548,"60,68,60,64,60",-7.6,2,0,2,0
3550,"44,52,36,32,40",-7.603333333,1,0,1,0
3552,"52,48,56,68,60",-7.606666667,1,0,1,0
3553,"44,56,68,68,68",-7.611666667,1,0,1,0
3554,"44,40,48,48,60",-7.614285714,1,0,1,0
3555,"76,76,68,76,68",-7.63,1,0,1,0
3557,"40,32,32,36,36",-7.638333333,1,0,1,0
3558,"48,56,48,32,40",-7.638333333,1,0,1,0
3560,"40,40,40,24,24",-7.656666667,1,0,1,0
3561,"76,60,48,28,28",-7.664285714,1,0,1,0
3562,"44,36,36,40,36",-7.666666667,1,0,1,0
3564,"56,60,64,64,56",-7.686666667,1,0,1,0
3566,"32,24,24,24,24",-7.723095238,5,2,7,28
3567,"56,52,40,36,36",-7.751666667,3,1,4,25
3568,"36,40,36,28,36",-7.756666667,3,1,4,25
3569,"64,56,60,32,36",-7.763333333,1,0,1,0
3570,"48,48,40,32,44",-7.776666667,2,0,2,0
3571,"64,56,56,72,68",-7.795,1,0,1,0
3572,"56,52,40,32,36",-7.816666667,1,0,1,0
3573,"48,44,56,72,68",-7.838333333,1,0,1,0
3574,"40,36,48,72,68",-7.842857143,1,0,1,0
3575,"40,40,40,20,32",-7.842857143,1,0,1,0
3576,"52,40,48,68,64",-7.856666667,1,0,1,0
3577,"60,60,60,56,56",-7.856666667,1,0,1,0
3578,"60,60,80,80,64",-7.858333333,1,0,1,0
3579,"68,60,60,72,68",-7.868333333,1,0,1,0
3580,"40,44,60,68,64",-7.883333333,1,0,1,0
3581,"40,48,48,40,44",-7.888333333,3,0,3,0
3582,"56,64,60,60,24",-7.89,1,0,1,0
3583,"60,60,72,68,64",-7.893333333,1,0,1,0
3584,"36,52,44,44,36",-7.898333333,1,0,1,0
3585,"52,40,40,28,32",-7.9,1,0,1,0
3586,"48,60,60,60,60",-7.901666667,1,0,1,0
3587,"56,48,48,64,60",-7.908333333,2,0,2,0
3588,"72,68,64,76,72",-7.933333333,1,0,1,0
3589,"48,64,60,72,64",-7.943333333,1,0,1,0
3591,"52,52,52,40,48",-7.946666667,1,0,1,0
3592,"80,72,80,88,68",-7.957142857,1,0,1,0
3593,"44,48,48,48,80",-7.957142857,1,0,1,0
3594,"64,60,60,60,24",-7.964285714,1,0,1,0
3595,"48,52,36,32,40",-7.978333333,2,0,2,0
3596,"60,72,72,72,64",-7.985714286,1,0,1,0
3597,"56,60,60,28,32",-7.988333333,1,0,1,0
3598,"76,72,72,72,72",-7.988333333,1,0,1,0
3599,"56,56,56,36,44",-7.988333333,1,0,1,0
3600,"80,84,88,92,80",-8,1,0,1,0
3602,"48,56,64,68,56",-8.015,1,0,1,0
3603,"64,60,52,40,44",-8.016666667,1,0,1,0
3604,"40,40,40,40,40",-8.018333333,9,2,11,18
3605,"64,68,52,68,64",-8.018333333,1,0,1,0
3607,"36,36,36,68,68",-8.057142857,1,0,1,0
3608,"64,72,64,68,64",-8.057380952,3,1,4,25
3609,"44,64,80,80,68",-8.07,1,0,1,0
3610,"52,48,32,32,32",-8.076666667,1,0,1,0
3611,"60,48,40,36,36",-8.076666667,1,0,1,0
3612,"64,48,52,60,60",-8.078571429,1,0,1,0
3614,"56,56,44,20,24",-8.085714286,1,0,1,0
3615,"56,56,48,52,32",-8.088333333,1,0,1,0
3617,"72,64,60,76,72",-8.114285714,1,0,1,0
3619,"48,48,52,68,64",-8.125,1,0,1,0
3620,"28,36,36,32,36",-8.128333333,2,0,2,0
3621,"44,60,60,60,60",-8.131666667,1,0,1,0
3622,"44,52,60,64,56",-8.143333333,1,0,1,0
3623,"48,36,32,24,32",-8.178571429,1,0,1,0
3624,"64,68,60,16,16",-8.178571429,1,0,1,0
3625,"44,48,44,68,40",-8.186666667,1,0,1,0
3627,"52,52,36,36,36",-8.198333333,3,0,3,0
3628,"36,52,48,32,36",-8.203333333,1,0,1,0
3629,"60,52,40,40,44",-8.205,2,0,2,0
3630,"48,56,44,40,44",-8.22,1,0,1,0
3632,"60,44,36,32,40",-8.231666667,2,0,2,0
3633,"60,56,48,60,60",-8.24,1,0,1,0
3634,"48,48,56,52,64",-8.242857143,1,0,1,0
3635,"40,44,40,24,32",-8.243333333,1,0,1,0
3637,"52,52,48,52,44",-8.255,1,0,1,0
3638,"72,64,60,68,64",-8.273333333,1,0,1,0
3639,"40,36,40,28,36",-8.29,3,1,4,25
3641,"44,48,60,60,56",-8.306666667,1,0,1,0
3642,"56,44,44,36,36",-8.31,1,0,1,0
3643,"60,56,44,36,44",-8.311666667,2,0,2,0
3645,"48,56,24,28,28",-8.342857143,1,0,1,0
3646,"64,52,52,44,44",-8.363333333,1,0,1,0
3647,"52,52,60,72,72",-8.371428571,1,0,1,0
3649,"40,44,56,64,60",-8.388333333,1,0,1,0
3650,"68,76,68,80,68",-8.392857143,1,0,1,0
3651,"44,44,44,64,64",-8.4,1,0,1,0
3652,"40,40,40,56,52",-8.403333333,1,0,1,0
3653,"48,48,48,48,32",-8.405,1,0,1,0
3654,"24,20,32,24,24",-8.407142857,1,0,1,0
3655,"52,60,60,60,72",-8.421428571,1,0,1,0
3656,"72,68,68,72,64",-8.423333333,1,0,1,0
3657,"64,72,68,76,68",-8.423333333,1,0,1,0
3659,"64,64,56,64,60",-8.446666667,1,0,1,0
3660,"48,52,48,24,28",-8.457142857,1,0,1,0
3661,"52,48,40,32,44",-8.458333333,1,0,1,0
3662,"52,48,40,24,32",-8.465,1,0,1,0
3663,"48,52,28,32,32",-8.473333333,1,0,1,0
3665,"44,36,24,28,28",-8.486666667,1,0,1,0
3666,"44,48,40,32,36",-8.488333333,5,1,6,16
3667,"60,60,80,76,64",-8.496666667,1,0,1,0
3668,"56,52,32,32,32",-8.506666667,1,0,1,0
3669,"56,56,52,60,56",-8.513333333,3,1,4,25
3670,"48,52,48,36,44",-8.526666667,2,0,2,0
3671,"56,52,52,44,48",-8.535,7,2,9,22
3672,"56,52,48,40,44",-8.538333333,10,4,14,28
3673,"56,60,48,32,36",-8.541666667,1,0,1,0
3674,"44,40,32,24,36",-8.55,1,0,1,0
3675,"64,60,56,68,68",-8.55,1,0,1,0
3676,"44,44,48,36,44",-8.553333333,1,0,1,0
3680,"64,56,64,72,72",-8.621428571,1,0,1,0
3681,"48,52,56,60,52",-8.625,1,0,1,0
3682,"24,36,32,32,36",-8.626666667,1,0,1,0
3683,"44,40,40,44,68",-8.635714286,1,0,1,0
3684,"40,44,40,40,44",-8.643333333,3,1,4,25
3685,"64,56,68,72,64",-8.653333333,1,0,1,0
3686,"28,32,28,20,28",-8.657142857,1,0,1,0
3687,"52,60,72,68,68",-8.657142857,1,0,1,0
3688,"64,72,60,68,64",-8.668333333,1,0,1,0
3689,"36,40,36,32,28",-8.668333333,1,0,1,0
3690,"40,36,44,32,40",-8.673333333,1,0,1,0
3691,"84,84,84,88,88",-8.678571429,1,0,1,0
3692,"48,52,44,36,44",-8.681666667,2,0,2,0
3693,"44,44,48,40,44",-8.683333333,4,1,5,20
3694,"40,40,48,60,60",-8.718333333,1,0,1,0
3695,"60,40,36,40,40",-8.72,1,0,1,0
3697,"52,56,56,60,40",-8.723333333,1,0,1,0
3698,"52,52,48,48,44",-8.726666667,2,0,2,0
3699,"56,52,32,32,40",-8.738333333,1,0,1,0
3700,"52,64,68,76,68",-8.742857143,1,0,1,0
3701,"40,48,36,36,36",-8.75,1,0,1,0
3702,"68,64,48,44,48",-8.76,1,0,1,0
3703,"48,48,60,60,60",-8.762380952,5,2,7,28
3705,"44,52,48,48,32",-8.778333333,1,0,1,0
3706,"56,56,44,36,40",-8.841666667,2,0,2,0
3707,"56,60,68,60,64",-8.85,1,0,1,0
3708,"52,56,56,48,48",-8.851666667,2,0,2,0
3709,"56,56,52,48,48",-8.881666667,4,0,4,0
3710,"56,56,60,44,44",-8.883333333,1,0,1,0
3711,"52,84,76,72,72",-8.9,1,0,1,0
3712,"40,40,36,40,28",-8.903333333,1,0,1,0
3713,"40,56,56,64,60",-8.906428571,2,0,2,0
3714,"64,68,64,72,36",-8.908333333,1,0,1,0
3715,"60,60,44,48,44",-8.91,1,0,1,0
3716,"40,28,28,24,28",-8.918333333,1,0,1,0
3717,"48,48,40,32,40",-8.931666667,7,2,9,22
3718,"68,80,80,84,84",-8.935714286,1,0,1,0
3719,"40,56,60,68,68",-8.941666667,1,0,1,0
3720,"44,48,56,64,56",-8.941666667,2,0,2,0
3721,"52,48,44,32,40",-8.943333333,2,0,2,0
3722,"44,44,44,72,68",-8.945,1,0,1,0
3723,"32,20,28,24,24",-8.957142857,1,0,1,0
3724,"64,76,72,72,68",-8.957142857,1,0,1,0
3725,"52,56,48,48,48",-8.961666667,2,0,2,0
3726,"36,44,48,64,60",-8.968333333,1,0,1,0
3727,"48,40,40,40,32",-8.971666667,1,0,1,0
3728,"48,52,52,40,44",-8.975,4,0,4,0
3729,"68,56,68,72,68",-8.975,1,0,1,0
3730,"44,40,36,24,24",-8.978571429,1,0,1,0
3733,"48,40,32,28,28",-9,1,0,1,0
3734,"40,40,40,36,32",-9,1,0,1,0
3735,"56,68,72,72,68",-9.007142857,1,0,1,0
3736,"52,40,40,28,28",-9.016666667,1,0,1,0
3738,"48,48,52,60,52",-9.033333333,2,0,2,0
3739,"52,48,48,40,48",-9.036666667,1,0,1,0
3741,"60,44,56,60,60",-9.04,1,0,1,0
3742,"40,48,48,44,48",-9.063333333,1,0,1,0
3743,"40,36,32,24,24",-9.065,3,1,4,25
3744,"52,44,32,32,36",-9.075,3,1,4,25
3745,"44,44,44,48,44",-9.138333333,1,0,1,0
3746,"52,52,48,28,36",-9.141666667,1,0,1,0
3747,"48,48,36,40,40",-9.143333333,3,1,4,25
3748,"44,40,48,64,60",-9.151666667,1,0,1,0
3749,"36,40,40,64,64",-9.151666667,1,0,1,0
3750,"52,52,72,72,64",-9.157142857,1,0,1,0
3751,"48,36,32,28,32",-9.167619048,4,1,5,20
3752,"44,48,56,56,52",-9.171666667,2,0,2,0
3753,"40,48,56,60,60",-9.176666667,1,0,1,0
3754,"56,52,56,60,64",-9.181666667,1,0,1,0
3755,"52,56,56,36,40",-9.186666667,2,0,2,0
3756,"52,60,56,44,44",-9.2,2,0,2,0
3757,"64,64,44,40,44",-9.201666667,1,0,1,0
3758,"48,40,36,24,32",-9.215,1,0,1,0
3759,"36,48,60,68,60",-9.218333333,1,0,1,0
3760,"56,72,80,76,76",-9.221428571,1,0,1,0
3761,"52,52,44,36,44",-9.23,3,0,3,0
3762,"64,60,60,80,76",-9.235714286,1,0,1,0
3763,"44,40,40,40,44",-9.245,2,0,2,0
3764,"52,44,40,64,64",-9.286666667,1,0,1,0
3766,"48,52,44,40,44",-9.293333333,10,2,12,16
3767,"52,64,60,64,64",-9.296666667,1,0,1,0
3770,"68,68,92,92,80",-9.321428571,1,0,1,0
3771,"80,88,88,88,84",-9.335714286,1,0,1,0
3773,"52,48,60,60,60",-9.35,2,0,2,0
3774,"48,44,36,36,40",-9.361666667,14,6,20,30
3775,"52,40,40,32,32",-9.375,1,0,1,0
3777,"64,68,80,80,80",-9.378571429,1,0,1,0
3779,"52,48,52,56,52",-9.391666667,1,0,1,0
3780,"72,76,76,80,68",-9.4,1,0,1,0
3781,"64,56,48,36,36",-9.401666667,1,0,1,0
3782,"56,52,48,60,56",-9.415,4,1,5,20
3783,"44,56,60,68,64",-9.418333333,2,0,2,0
3784,"52,56,60,60,64",-9.421428571,1,0,1,0
3785,"60,76,80,84,68",-9.421428571,1,0,1,0
3786,"44,32,28,36,36",-9.428571429,1,0,1,0
3787,"48,52,64,68,64",-9.443333333,3,1,4,25
3789,"56,48,60,60,60",-9.446666667,3,1,4,25
3790,"72,68,64,72,72",-9.45,1,0,1,0
3791,"68,64,72,68,68",-9.45,1,0,1,0
3792,"48,48,52,44,48",-9.453333333,2,0,2,0
3793,"68,64,60,64,64",-9.455,1,0,1,0
3794,"52,52,44,44,64",-9.471428571,1,0,1,0
3795,"40,44,48,64,60",-9.473333333,1,0,1,0
3798,"20,24,24,16,20",-9.528571429,1,0,1,0
3799,"68,56,56,64,60",-9.531666667,1,0,1,0
3800,"40,52,52,64,64",-9.565,1,0,1,0
3801,"48,52,44,44,56",-9.571428571,1,0,1,0
3802,"40,32,28,28,40",-9.575,1,0,1,0
3803,"76,68,68,80,68",-9.578571429,1,0,1,0
3804,"56,60,60,60,56",-9.581666667,1,0,1,0
3805,"48,64,64,72,68",-9.607142857,1,0,1,0
3806,"56,60,64,80,72",-9.621428571,1,0,1,0
3807,"60,52,52,44,48",-9.623333333,2,0,2,0
3808,"64,60,72,64,60",-9.631666667,1,0,1,0
3809,"64,64,68,68,60",-9.633333333,1,0,1,0
3810,"56,48,48,36,40",-9.638333333,2,0,2,0
3811,"28,36,32,32,36",-9.64,1,0,1,0
3812,"52,80,72,72,68",-9.642857143,1,0,1,0
3813,"48,64,44,72,68",-9.642857143,1,0,1,0
3814,"52,60,68,80,80",-9.65,1,0,1,0
3815,"24,20,28,20,28",-9.657142857,1,0,1,0
3816,"52,52,56,72,60",-9.664285714,1,0,1,0
3817,"44,48,28,24,24",-9.671428571,1,0,1,0
3818,"44,44,44,32,40",-9.678333333,3,0,3,0
3819,"36,56,60,64,60",-9.678333333,2,0,2,0
3820,"44,52,48,32,32",-9.688333333,1,0,1,0
3821,"68,52,44,36,36",-9.705,1,0,1,0
3822,"32,40,40,24,24",-9.71,1,0,1,0
3823,"52,48,48,32,36",-9.71,1,0,1,0
3824,"60,52,40,32,40",-9.713333333,1,0,1,0
3825,"44,48,48,68,64",-9.715,1,0,1,0
3826,"52,64,64,72,64",-9.716666667,1,0,1,0
3827,"64,60,56,64,64",-9.72,2,0,2,0
3828,"52,52,48,48,40",-9.728333333,1,0,1,0
3829,"32,32,36,32,40",-9.745,1,0,1,0
3830,"56,56,56,60,72",-9.75,1,0,1,0
3831,"52,52,56,48,48",-9.756666667,1,0,1,0
3832,"56,64,76,72,72",-9.765,1,0,1,0
3833,"72,64,76,76,72",-9.78,1,0,1,0
3834,"80,80,88,88,76",-9.8,1,0,1,0
3835,"48,52,52,44,48",-9.803333333,3,0,3,0
3836,"60,52,52,40,40",-9.806666667,1,0,1,0
3837,"64,76,76,80,76",-9.807142857,1,0,1,0
3838,"64,56,60,52,52",-9.808333333,1,0,1,0
3839,"68,72,68,76,76",-9.808333333,1,0,1,0
3840,"52,60,48,44,44",-9.815,2,0,2,0
3841,"52,48,60,72,64",-9.82,1,0,1,0
3842,"56,52,52,44,44",-9.825,5,2,7,28
3843,"40,32,32,24,36",-9.826666667,1,0,1,0
3844,"56,52,60,68,60",-9.833333333,2,0,2,0
3845,"52,60,52,56,56",-9.855,1,0,1,0
3846,"28,28,36,32,36",-9.855,1,0,1,0
3847,"24,28,24,20,28",-9.857142857,1,0,1,0
3848,"48,64,72,72,72",-9.858333333,1,0,1,0
3849,"72,72,76,80,68",-9.861666667,1,0,1,0
3850,"44,52,20,28,28",-9.864285714,1,0,1,0
3851,"48,44,56,60,56",-9.864285714,1,0,1,0
3852,"52,36,36,28,36",-9.866666667,1,0,1,0
3853,"44,36,40,48,36",-9.871666667,1,0,1,0
3855,"44,48,52,64,60",-9.891666667,1,0,1,0
3856,"60,44,40,32,36",-9.896666667,2,0,2,0
3857,"56,56,48,40,40",-9.9,5,2,7,28
3858,"56,52,48,60,60",-9.905,1,0,1,0
3859,"64,68,72,64,64",-9.905,1,0,1,0
3860,"68,68,76,80,72",-9.907142857,1,0,1,0
3861,"80,72,76,84,80",-9.907142857,1,0,1,0
3862,"40,32,44,36,36",-9.921666667,1,0,1,0
3863,"56,72,68,68,68",-9.938333333,1,0,1,0
3864,"56,56,40,40,44",-9.943333333,1,0,1,0
3865,"36,48,48,52,52",-9.948333333,1,0,1,0
3866,"52,52,52,48,40",-9.958333333,1,0,1,0
3867,"40,24,24,24,24",-9.961666667,1,0,1,0
3868,"40,48,56,72,72",-9.97,1,0,1,0
3869,"32,24,24,16,32",-9.98,1,0,1,0
3870,"60,72,76,68,68",-9.983333333,1,0,1,0
3871,"60,60,20,24,24",-9.992857143,1,0,1,0
3872,"60,68,76,80,80",-9.992857143,1,0,1,0
3874,"32,32,40,36,36",-9.998333333,2,0,2,0
3875,"64,56,48,44,44",-9.998333333,1,0,1,0
3877,"64,68,60,64,60",-10.00833333,1,0,1,0
3878,"44,48,32,32,36",-10.015,1,0,1,0
3879,"52,52,56,72,64",-10.02166667,2,0,2,0
3880,"52,48,48,44,40",-10.06166667,1,0,1,0
3881,"72,72,64,76,68",-10.06428571,1,0,1,0
3882,"64,68,56,60,60",-10.065,1,0,1,0
3883,"56,56,68,40,40",-10.07,1,0,1,0
3885,"52,52,52,56,64",-10.07142857,1,0,1,0
3886,"52,52,32,32,36",-10.09,1,0,1,0
3888,"60,68,60,68,60",-10.12833333,1,0,1,0
3889,"40,56,60,40,44",-10.13666667,1,0,1,0
3890,"52,44,44,48,40",-10.14,1,0,1,0
